INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
226203715,03/26/2021,13:50:00,QUEENS,101,0,,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,052,081","159,100",40.60311766700005,-73.75572680899995,POINT (-73.75572680899995 40.60311766700005)
222526454,01/01/2021,06:30:00,BRONX,44,0,,false,,,,25-44,M,WHITE HISPANIC,"1,007,509","245,160",40.83956042800003,-73.91594298999998,POINT (-73.91594298999998 40.83956042800003)
225923348,03/21/2021,20:01:00,BRONX,42,0,,false,,,,25-44,M,BLACK,"1,012,293","245,330",40.84001313300007,-73.89865282699996,POINT (-73.89865282699996 40.84001313300007)
226139414,03/25/2021,19:50:00,BROOKLYN,83,0,,false,,,,25-44,M,BLACK,"1,010,384","190,019",40.688204664000075,-73.90576706499998,POINT (-73.90576706499998 40.688204664000075)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,<18,M,BLACK,<18,M,BLACK,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
225663031,03/15/2021,17:25:00,BROOKLYN,73,0,RESTAURANT/DINER,false,18-24,M,BLACK,25-44,M,BLACK,"1,008,883","183,248",40.66962411300005,-73.91120413799997,POINT (-73.91120413799997 40.66962411300005)
226204330,03/27/2021,21:16:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,"1,001,527","170,492",40.63462908300004,-73.93775379,POINT (-73.93775379 40.63462908300004)
224079784,02/07/2021,21:04:00,BRONX,48,0,,true,,,,25-44,M,BLACK,"1,017,518","247,040",40.84468844200006,-73.87976098799999,POINT (-73.87976098799999 40.84468844200006)
225168411,03/04/2021,11:40:00,BRONX,49,0,,false,,,,25-44,M,BLACK HISPANIC,"1,021,657","251,013",40.85557657700008,-73.86477926499998,POINT (-73.86477926499998 40.85557657700008)
224952439,02/27/2021,04:15:00,QUEENS,114,0,COMMERCIAL BLDG,false,,,,25-44,M,BLACK,"1,000,077","216,049",40.759675131000044,-73.94287097899996,POINT (-73.94287097899996 40.759675131000044)
223872338,02/02/2021,11:07:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,true,,,,65+,M,BLACK,"997,735","185,303",40.675288624000075,-73.95138644699995,POINT (-73.95138644699995 40.675288624000075)
224465137,02/16/2021,20:48:00,BRONX,44,0,DEPT STORE,false,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"1,007,961","246,839",40.84416759000004,-73.91430351799994,POINT (-73.91430351799994 40.84416759000004)
224069697,02/06/2021,11:00:00,BRONX,45,0,MULTI DWELL - APT BUILD,false,,,,<18,M,BLACK,"1,033,217","254,904",40.86619963500005,-73.82296280999998,POINT (-73.82296280999998 40.86619963500005)
226233404,03/27/2021,03:49:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,"1,012,960","182,222",40.66679569100006,-73.89651170599996,POINT (-73.89651170599996 40.66679569100006)
225779049,03/17/2021,22:09:00,BRONX,52,0,MULTI DWELL - APT BUILD,true,<18,M,BLACK,18-24,F,WHITE HISPANIC,"1,019,141","259,102",40.87778870600005,-73.87383219999998,POINT (-73.87383219999998 40.87778870600005)
225385469,03/09/2021,15:30:00,BRONX,43,0,,true,,,,25-44,M,BLACK,"1,018,876","241,924",40.83064129700006,-73.87487918899996,POINT (-73.87487918899996 40.83064129700006)
222529114,01/02/2021,15:50:00,BRONX,47,0,,false,,,,18-24,M,BLACK,"1,022,775","258,772",40.87686784500005,-73.86069322099996,POINT (-73.86069322099996 40.87686784500005)
224659382,02/20/2021,15:00:00,STATEN ISLAND,120,0,,true,25-44,M,BLACK,25-44,M,BLACK,"961,472","164,727",40.61879293100003,-74.08204929199997,POINT (-74.08204929199997 40.61879293100003)
223297863,01/19/2021,19:52:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,"1,022,078","183,185",40.66940464800007,-73.86363907499998,POINT (-73.86363907499998 40.66940464800007)
222526453,01/01/2021,06:15:00,QUEENS,106,0,,false,,,,18-24,M,WHITE HISPANIC,"1,027,473","184,592",40.67324184700004,-73.84418219599996,POINT (-73.84418219599996 40.67324184700004)
225621192,03/14/2021,19:00:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,,,,<18,M,BLACK,"1,021,271","257,055",40.87216165000007,-73.86614123499999,POINT (-73.86614123499999 40.87216165000007)
225620485,03/12/2021,20:16:00,QUEENS,114,0,,true,25-44,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,"1,008,461","214,709",40.75597819300003,-73.91261222999998,POINT (-73.91261222999998 40.75597819300003)
222890075,01/10/2021,19:46:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,true,,,,<18,M,BLACK,"1,015,829","179,160",40.65838141500007,-73.88618429299999,POINT (-73.88618429299999 40.65838141500007)
226374728,03/24/2021,23:46:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK HISPANIC,"1,009,062","215,186",40.757285770000074,-73.91044117199993,POINT (-73.91044117199993 40.757285770000074)
223603559,01/26/2021,21:10:00,QUEENS,108,0,,false,,,,25-44,M,BLACK,"996,644","209,958",40.74296235400004,-73.95527424799997,POINT (-73.95527424799997 40.74296235400004)
224465139,02/16/2021,14:10:00,BRONX,42,0,MULTI DWELL - APT BUILD,false,,,,<18,M,BLACK,"1,015,667","243,850",40.83593960600007,-73.88646598899999,POINT (-73.88646598899999 40.83593960600007)
224287396,02/12/2021,03:12:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,"982,324","185,643",40.676231908000034,-74.00694499699993,POINT (-74.00694499699993 40.676231908000034)
223782358,01/30/2021,15:50:00,QUEENS,101,0,,false,,,,25-44,M,BLACK,"1,052,284","161,199",40.608877416000034,-73.75497462099996,POINT (-73.75497462099996 40.608877416000034)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,<18,M,BLACK,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
225295282,03/05/2021,17:15:00,BRONX,43,0,,true,,,,25-44,M,BLACK,"1,020,203","244,832",40.83861760800004,-73.87006844899997,POINT (-73.87006844899997 40.83861760800004)
223198985,01/16/2021,12:39:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,F,BLACK,"1,000,828","240,293",40.826216983000045,-73.94010026799998,POINT (-73.94010026799998 40.826216983000045)
224969149,02/28/2021,22:10:00,BRONX,52,0,,false,,,,25-44,M,BLACK HISPANIC,"1,017,478","256,069",40.86947047700004,-73.87986080399996,POINT (-73.87986080399996 40.86947047700004)
225439055,03/10/2021,22:43:00,BROOKLYN,83,0,,false,25-44,M,BLACK,25-44,M,BLACK,"1,007,690","191,194",40.69143731200006,-73.91547703599997,POINT (-73.91547703599997 40.69143731200006)
224701998,02/22/2021,00:18:00,MANHATTAN,34,0,,false,,,,25-44,M,BLACK HISPANIC,"1,005,426","254,690",40.86572268100008,-73.92344088699997,POINT (-73.92344088699997 40.86572268100008)
222560300,01/03/2021,19:00:00,QUEENS,105,0,,false,,,,18-24,F,BLACK,"1,054,092","184,886",40.67387882600008,-73.74821787799993,POINT (-73.74821787799993 40.67387882600008)
225602527,03/14/2021,00:00:00,MANHATTAN,33,0,,false,,,,18-24,M,BLACK HISPANIC,"1,000,580","245,160",40.83957595800007,-73.94098451699995,POINT (-73.94098451699995 40.83957595800007)
223505522,01/24/2021,08:20:00,BRONX,40,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,"1,007,112","234,639",40.81068431800003,-73.91741360199995,POINT (-73.91741360199995 40.81068431800003)
222539215,01/01/2021,01:11:00,QUEENS,102,0,HOTEL/MOTEL,true,,,,18-24,M,BLACK,"1,032,172","198,977",40.71270108700002,-73.82713997499997,POINT (-73.82713997499997 40.71270108700002)
224949527,02/26/2021,13:15:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"1,019,639","184,384",40.672705716000046,-73.87242487399999,POINT (-73.87242487399999 40.672705716000046)
225397350,03/10/2021,02:04:00,STATEN ISLAND,120,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,WHITE HISPANIC,"962,020","165,682",40.62141559900005,-74.08007850499997,POINT (-74.08007850499997 40.62141559900005)
224949526,02/26/2021,05:18:00,BRONX,43,0,MULTI DWELL - APT BUILD,false,65+,M,WHITE,25-44,M,WHITE HISPANIC,"1,023,770","244,142",40.83670851900007,-73.85718151099996,POINT (-73.85718151099996 40.83670851900007)
225063426,03/02/2021,06:44:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,"1,005,210","182,059",40.666370031000035,-73.92444829699998,POINT (-73.92444829699998 40.666370031000035)
223203523,01/15/2021,14:10:00,BRONX,48,0,,false,25-44,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC,"1,013,704","248,182",40.84783644000004,-73.89354088999994,POINT (-73.89354088999994 40.84783644000004)
226323782,03/30/2021,23:15:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"1,012,074","240,410",40.82650984800006,-73.89946470899997,POINT (-73.89946470899997 40.82650984800006)
222860151,01/09/2021,20:30:00,MANHATTAN,30,0,,false,,,,25-44,M,WHITE HISPANIC,"996,959","237,594",40.81881540500007,-73.95408520999997,POINT (-73.95408520999997 40.81881540500007)
225601139,03/12/2021,21:00:00,BRONX,48,0,PVT HOUSE,false,25-44,F,BLACK,18-24,M,BLACK,"1,018,554","245,062",40.839255451000035,-73.87602669799998,POINT (-73.87602669799998 40.839255451000035)
223786434,01/31/2021,07:30:00,MANHATTAN,34,0,,false,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,005,965","256,062",40.86948709400008,-73.92148771999997,POINT (-73.92148771999997 40.86948709400008)
222539215,01/01/2021,01:11:00,QUEENS,102,0,HOTEL/MOTEL,false,,,,18-24,M,BLACK,"1,032,172","198,977",40.71270108700002,-73.82713997499997,POINT (-73.82713997499997 40.71270108700002)
223240945,01/18/2021,13:25:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,"1,013,106","180,797",40.66288390900007,-73.89599152499993,POINT (-73.89599152499993 40.66288390900007)
226321042,03/30/2021,13:35:00,MANHATTAN,7,0,,false,18-24,M,BLACK,18-24,M,BLACK,"987,721","202,253",40.72182201900005,-73.98747935099993,POINT (-73.98747935099993 40.72182201900005)
222989906,01/12/2021,06:00:00,BRONX,47,0,,false,18-24,M,BLACK,25-44,M,BLACK,"1,024,374","259,130",40.877843320000075,-73.85490902599996,POINT (-73.85490902599996 40.877843320000075)
225602528,03/14/2021,01:00:00,QUEENS,100,0,,false,,,,25-44,M,BLACK,"1,039,627","155,009",40.59197529700003,-73.80060981499997,POINT (-73.80060981499997 40.59197529700003)
225063425,03/02/2021,02:00:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,"1,004,975","183,973",40.67162408600007,-73.925289503,POINT (-73.925289503 40.67162408600007)
222717379,01/06/2021,19:00:00,BRONX,47,0,COMMERCIAL BLDG,false,25-44,M,BLACK,25-44,M,BLACK,"1,021,659","256,781",40.871407969000074,-73.86473983999997,POINT (-73.86473983999997 40.871407969000074)
225439056,03/10/2021,22:35:00,MANHATTAN,25,0,,false,<18,M,BLACK,25-44,F,BLACK HISPANIC,"1,000,558","231,080",40.80093037300003,-73.94109824099996,POINT (-73.94109824099996 40.80093037300003)
223820796,02/01/2021,12:30:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,BLACK,"1,020,637","237,482",40.81844220100004,-73.86853985099998,POINT (-73.86853985099998 40.81844220100004)
223505523,01/24/2021,11:13:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,"1,013,608","178,859",40.657562879000075,-73.89419053199998,POINT (-73.89419053199998 40.657562879000075)
225295736,03/07/2021,06:15:00,BROOKLYN,75,0,,true,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,020,123","187,724",40.68187130500007,-73.87066228999998,POINT (-73.87066228999998 40.68187130500007)
222890073,01/10/2021,20:30:00,QUEENS,113,0,,false,,,,25-44,M,BLACK,"1,048,551","187,251",40.68041217500007,-73.76817077199998,POINT (-73.76817077199998 40.68041217500007)
226139020,03/25/2021,17:33:00,BROOKLYN,79,0,,false,,,,18-24,M,BLACK,"999,954","187,272",40.68068942600007,-73.94338210699993,POINT (-73.94338210699993 40.68068942600007)
225908301,03/20/2021,16:30:00,BROOKLYN,63,0,,false,,,,25-44,M,BLACK,"1,003,232","167,630",40.62677001000004,-73.93161886199994,POINT (-73.93161886199994 40.62677001000004)
224465137,02/16/2021,20:48:00,BRONX,44,0,DEPT STORE,true,45-64,M,BLACK,25-44,M,BLACK,"1,007,961","246,839",40.84416759000004,-73.91430351799994,POINT (-73.91430351799994 40.84416759000004)
225601140,03/13/2021,03:50:00,BROOKLYN,90,0,BAR/NIGHT CLUB,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,"1,001,951","195,081",40.70211956100008,-73.93616159099997,POINT (-73.93616159099997 40.70211956100008)
223981489,02/04/2021,20:25:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"998,644","214,588",40.755667508000045,-73.94804678299994,POINT (-73.94804678299994 40.755667508000045)
222607497,01/04/2021,00:05:00,MANHATTAN,19,0,,false,,,,18-24,M,WHITE HISPANIC,"995,159","221,254",40.773968945000036,-73.96061495599997,POINT (-73.96061495599997 40.773968945000036)
226203718,03/27/2021,02:23:00,BRONX,52,0,,false,,,,25-44,F,WHITE HISPANIC,"1,018,052","257,046",40.87214986200007,-73.87778049799994,POINT (-73.87778049799994 40.87214986200007)
224817846,02/24/2021,20:17:00,BRONX,46,0,,false,,,,25-44,M,BLACK,"1,009,301","248,633",40.84908789100007,-73.90945369899998,POINT (-73.90945369899998 40.84908789100007)
224465138,02/16/2021,11:55:00,MANHATTAN,7,0,,false,25-44,M,BLACK,65+,F,WHITE,"988,222","200,837",40.71793522900003,-73.985672762,POINT (-73.985672762 40.71793522900003)
225969693,03/22/2021,23:00:00,BRONX,43,0,,false,25-44,M,BLACK,25-44,M,BLACK,"1,022,756","239,762",40.82469116700002,-73.86087110299998,POINT (-73.86087110299998 40.82469116700002)
225387703,03/09/2021,18:20:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK,"1,012,704","175,489",40.64831592000007,-73.89746290699998,POINT (-73.89746290699998 40.64831592000007)
223298155,01/19/2021,18:11:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,"1,022,040","240,165",40.825800379000036,-73.86345588999995,POINT (-73.86345588999995 40.825800379000036)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,18-24,M,BLACK HISPANIC,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
223827862,02/01/2021,22:20:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,18-24,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,"1,013,207","249,659",40.85189201000002,-73.89533089999998,POINT (-73.89533089999998 40.85189201000002)
225620486,03/13/2021,10:15:00,BROOKLYN,69,0,,true,,,,18-24,M,BLACK,"1,007,751","172,325",40.639645950000045,-73.91532284299996,POINT (-73.91532284299996 40.639645950000045)
225297069,03/07/2021,21:17:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,45-64,M,BLACK,"995,792","178,767",40.65735150300002,-73.95840237599998,POINT (-73.95840237599998 40.65735150300002)
222563765,01/02/2021,15:36:00,QUEENS,115,0,,true,45-64,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,"1,019,852","215,449",40.75797077400005,-73.87149272899995,POINT (-73.87149272899995 40.75797077400005)
223505104,01/23/2021,17:40:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK,"1,021,290","184,416",40.672786795000036,-73.86647288899997,POINT (-73.86647288899997 40.672786795000036)
224465522,02/16/2021,20:58:00,MANHATTAN,13,0,HOSPITAL,false,,,,18-24,M,BLACK,"990,769","208,776",40.73972433900008,-73.97647696499997,POINT (-73.97647696499997 40.73972433900008)
226230157,03/28/2021,23:00:00,MANHATTAN,6,0,,false,,,,25-44,M,BLACK,"984,649","204,461",40.727883116000044,-73.99856187099994,POINT (-73.99856187099994 40.727883116000044)
224079783,02/06/2021,19:30:00,BRONX,45,0,,true,,,,18-24,M,BLACK,"1,031,944","249,990",40.85271917500006,-73.82760025499994,POINT (-73.82760025499994 40.85271917500006)
225663031,03/15/2021,17:25:00,BROOKLYN,73,0,RESTAURANT/DINER,false,18-24,M,BLACK,45-64,F,UNKNOWN,"1,008,883","183,248",40.66962411300005,-73.91120413799997,POINT (-73.91120413799997 40.66962411300005)
224412024,02/15/2021,07:10:00,BRONX,48,0,GAS STATION,false,18-24,M,WHITE HISPANIC,45-64,M,BLACK HISPANIC,"1,011,588","247,981",40.84729155900004,-73.90118991899999,POINT (-73.90118991899999 40.84729155900004)
224747406,02/23/2021,22:33:00,BRONX,52,0,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,"1,017,440","256,046",40.86940749200004,-73.87999831299999,POINT (-73.87999831299999 40.86940749200004)
225168410,03/04/2021,13:17:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,"1,007,292","238,953",40.82252456800006,-73.91674854999997,POINT (-73.91674854999997 40.82252456800006)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,true,<18,M,BLACK,18-24,M,BLACK HISPANIC,"1,020,808","262,493",40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
224952440,02/27/2021,16:45:00,BRONX,48,0,,false,18-24,M,BLACK,18-24,M,BLACK,"1,016,058","247,615",40.846272027000055,-73.88503512999995,POINT (-73.88503512999995 40.846272027000055)
223504665,01/23/2021,00:27:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK HISPANIC,"991,504","192,125",40.69402075800008,-73.97384258299998,POINT (-73.97384258299998 40.69402075800008)
225620485,03/12/2021,20:16:00,QUEENS,114,0,,true,18-24,M,BLACK,25-44,F,BLACK HISPANIC,"1,008,461","214,709",40.75597819300003,-73.91261222999998,POINT (-73.91261222999998 40.75597819300003)
223928178,02/03/2021,21:45:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,"1,007,373","232,752",40.80550434700007,-73.91647725199994,POINT (-73.91647725199994 40.80550434700007)
223710786,01/29/2021,04:00:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,"989,308","193,690",40.698317848000045,-73.98176046799993,POINT (-73.98176046799993 40.698317848000045)
225439057,03/08/2021,13:00:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,"998,173","227,824",40.79199761600006,-73.94971942099994,POINT (-73.94971942099994 40.79199761600006)
224354731,02/14/2021,02:05:00,QUEENS,107,0,BAR/NIGHT CLUB,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,043,880","198,892",40.71239662200002,-73.78490845799998,POINT (-73.78490845799998 40.71239662200002)
226230155,03/28/2021,15:15:00,BRONX,52,0,,false,,,,25-44,M,BLACK HISPANIC,"1,008,778","253,049",40.86120995700002,-73.91132794299993,POINT (-73.91132794299993 40.86120995700002)
224950991,02/26/2021,22:25:00,BROOKLYN,73,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,ASIAN / PACIFIC ISLANDER,"1,006,977","183,504",40.670331873000066,-73.91807403899996,POINT (-73.91807403899996 40.670331873000066)
225909570,03/19/2021,16:05:00,BRONX,44,0,,false,,,,25-44,M,BLACK HISPANIC,"1,009,025","245,868",40.841499559000056,-73.91046152599995,POINT (-73.91046152599995 40.841499559000056)
224969506,02/26/2021,00:46:00,QUEENS,102,0,,true,,,,25-44,M,BLACK,"1,024,373","195,284",40.70260349100005,-73.85529402599997,POINT (-73.85529402599997 40.70260349100005)
225620487,03/13/2021,00:56:00,QUEENS,105,0,,true,,,,18-24,M,BLACK,"1,057,766","200,401",40.71643396600007,-73.73480369099997,POINT (-73.73480369099997 40.71643396600007)
224950992,02/27/2021,02:15:00,BRONX,45,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK HISPANIC,"1,033,515","237,761",40.81914554400004,-73.82201133899997,POINT (-73.82201133899997 40.81914554400004)
223201958,01/16/2021,19:48:00,STATEN ISLAND,120,0,MULTI DWELL - APT BUILD,true,,,,18-24,M,BLACK,"960,041","163,798",40.616239224000026,-74.08720051399997,POINT (-74.08720051399997 40.616239224000026)
225275548,03/06/2021,19:34:00,BROOKLYN,88,0,HOSPITAL,false,,,,25-44,M,WHITE HISPANIC,"990,485","190,586",40.68979733400005,-73.97751865299993,POINT (-73.97751865299993 40.68979733400005)
223102547,01/14/2021,18:27:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,BLACK,"1,013,371","182,884",40.66861139100007,-73.89502733299997,POINT (-73.89502733299997 40.66861139100007)
226320600,03/30/2021,22:23:00,BRONX,45,0,,true,,,,18-24,M,BLACK HISPANIC,"1,032,091","241,976",40.83072232800004,-73.82712605899997,POINT (-73.82712605899997 40.83072232800004)
222848393,01/08/2021,11:45:00,BROOKLYN,60,0,GROCERY/BODEGA,false,,,,25-44,M,BLACK,"984,092","149,560",40.57719185600007,-74.00057020999998,POINT (-74.00057020999998 40.57719185600007)
